Videos10repeatsinarow,Valencemaximumrating,Impactmaximimrating,Arousalmaximumrating,Valenceminimumrating,Impactminimumrating,Arousalminimumrating,ValenceAvgRating,ImpactAvgRating,ArousalAvgRating,ValenceStandardDeviation,ImpactStandardDeviation,ArousalStandardDeviation,ValenceMedianAbsoluteDeviation,ImpactMedianAbsoluteDeviation,ArousalMedianAbsoluteDeviation,Valencelowquartile,Impactlowquartile,Arousallowquartile,Valencemedian,Impactmedian,Arousalmedian,Valencehighquartile,Impacthighquartile,Arousalhighquartile,Valencestandardkurtosis,Impactstandardkurtosis,Arousalstandard_kurtosis,Valenceadjustedkurtosis,Impactadjustedkurtosis,Arousaladjustedkurtosis,Valencestandardskewness,Impactstandardskewness,Arousalstandardskewness,Valenceadjustedskewness,Impactadjustedskewness,Arousaladjustedskewness,Valenceavgfemalerating,Impactavgfemalerating,Arousalavgfemalerating,Valenceavgmalerating,Impactavgmalerating,Arousalavgmalerating,Valencetotalfemale,Impacttotalfemale,Arousaltotalfemale,Valencetotalmale,Impacttotalmale,Arousaltotalmale,Valencetotalwatched,ImpactTotalWatched,ArousalTotalWatched,ValenceFamiliarityNO,ImpactFamiliarityNO,ArousalFamiliarityNO,ValenceFamiliarityYES,ImpactFamiliarityYES,ArousalFamiliarityYES,TotalFamiliaritypercentYes,OpticalFlowHS,OpticalFlowLK,OpticalFlowFarneback,@6framecorrelation,Luminance,Contrast,Numberofframes,Lengthofmoviesec,FileSizeBeforeZipping.AVIbytes,FileSizeAfterZipping.AVIbytes,FileSizeBeforeZipping.mp4bytes,FileSizeAfterZipping.mp4bytes,AVIcompRatio,QCL_3cluster,QCL_3clusterTOMATCHPAPER,QCL_7cluster,Source
729.3-A_Woman_Using_A_Vacuum_To_Clean_The_Carpet-ED.mp4,9,8,9,1,1,1,5.6286,2.7091,2.3333,1.513476873,1.987897265,1.570934835,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,7.0,4.0,3.0,1.152127683,-0.134470954000000,3.975685631,1.329735188,-0.029985546,4.460951829,-0.196745712,0.974487182,1.693480526,-0.201080487,1.002024836,1.739598236,5.6786,2.8684,2.5676,5.5000,2.5333,2.0000,56,38,37,12,15,18,70,55,57,66,55,57,4,0,0,2.197802197802200,0.004771600000000,0.02864500,2.9382000,0.905562111,106.6730,79.0644,360,12.000,2239565200,746291097,7364879,7359964,3.00,1,2,6,https://www.pexels.com/video/a-woman-using-a-vacuum-to-clean-the-carpet-4109343/
801-View_of_Old_Portsmouth-UK-ED.mp4,9,9,8,4,1,1,7.1111,4.0000,2.3600,1.523478800,3.111269837,1.997598558,1.0,2.0,1.0,6.0,1.0,1.0,8.0,3.0,2.0,8.0,7.0,3.0,-0.948958805,-1.262584523000000,2.346213752,-0.852140392,-1.272436250,3.177939488,-0.564838903,0.565791677,1.786892953,-0.617540339,0.602565613,1.903033026,7.0833,4.6316,2.4615,7.1667,1.8000,1.7778,12,19,13,6,5,9,18,25,25,18,25,25,0,0,0,0.000000000000000,0.002754700000000,0.01985500,0.3447400,0.991203670,109.7395,64.8397,304,10.162,1891198792,1359988458,10730053,10585486,1.39,1,2,3,"https://www.videvo.net/video/view-of-old-portsmouth,-uk/1392/"
723.3-A_Woman_Setting_Up_A_Bed_With_White_Duvet_And_Pillows-ED.mp4,9,9,7,2,1,1,5.7551,2.9242,2.3636,1.464276826,2.244931031,1.698808528,0.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,6.0,4.0,3.0,0.875245190,0.151303769000000,0.695073275,1.104805021,0.260150772,0.880225538,0.311414055,1.082913857,1.291310608,0.321335725,1.108262359,1.327801252,5.8056,2.9348,2.3111,5.8000,2.9412,2.6000,36,46,45,10,17,10,49,66,55,48,64,54,1,2,1,2.352941176470590,0.005708900000000,0.02989600,2.1318000,0.877965814,96.1869,67.8299,271,9.034,1685911336,560203919,4798950,4794924,3.01,1,2,6,https://www.pexels.com/video/a-woman-setting-up-a-bed-with-white-duvet-and-pillows-4109485/
389.2-Education_School_Girl-ED.mp4,9,9,7,4,1,1,5.8947,3.7200,2.4000,1.372463664,2.569357896,1.673320053,1.0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,2.0,6.0,5.0,3.0,0.348728374,-0.511605348000000,1.983265306,0.858611083,-0.346327543,2.730350891,1.167027462,0.821094223,1.608436214,1.269536546,0.874461685,1.712977395,6.2000,3.8500,2.6471,5.5556,2.0000,2.0000,10,20,17,9,3,7,19,25,25,19,24,25,0,1,0,1.449275362318840,0.001640600000000,0.00585130,0.3731400,0.966786160,160.6607,65.3547,170,7.392,1880135304,664780592,5290507,5289418,2.83,1,2,6,https://pixabay.com/videos/education-school-child-study-35448/
798.1-Muscovy_Duck_by_Leafy_Water-ED.mp4,9,9,8,3,1,1,6.6875,3.6667,2.4063,1.703626646,2.177324216,1.765279280,1.0,2.0,1.0,5.0,1.5,1.0,7.0,3.0,2.0,8.0,5.0,3.0,-0.709802934,-0.499511719000000,1.682251899,-0.620837243,-0.346074219,2.191889302,-0.303070499,0.473631806,1.518605203,-0.318183932,0.501960342,1.594334577,6.4348,3.7059,2.9474,7.2500,3.5556,1.7000,23,17,19,8,9,10,32,27,32,32,26,32,0,1,0,1.098901098901100,0.005764000000000,0.04451700,1.2581000,0.906867904,125.1580,47.7761,300,10.032,1866315464,1046829021,13530132,13395894,1.78,1,2,6,https://www.videvo.net/video/muscovy-duck-by-leafy-water/3005/
345.1-Woman_Applying_Makeup_Around_Her_Face-ED.mp4,9,9,5,2,1,1,5.5294,2.8519,2.4231,1.288758959,2.731214676,1.418912827,1.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,6.0,5.0,3.5,1.119635417,-0.234677080000000,-1.115177121,1.503204543,-0.024741524,-1.091928545,-0.065042054,1.126371546,0.519581403,-0.068083315,1.193741297,0.551949106,5.9048,3.6667,2.6471,4.8333,1.2222,2.1250,21,18,17,12,9,8,34,27,26,34,26,26,0,1,0,1.149425287356320,0.000878100000000,0.00068742,0.2592300,0.821067034,113.0727,31.1457,297,12.931,1847652968,260287287,5574375,5377629,7.10,1,2,6,https://www.pexels.com/video/a-woman-applying-makeup-around-her-face-3598808/
729.2-A_Woman_Using_A_Vacuum_To_Clean_The_Carpet-ED.mp4,9,9,7,3,1,1,5.1379,2.4048,2.4375,1.279119792,1.903124296,1.730922803,1.0,0.5,1.0,5.0,1.0,1.0,5.0,1.5,2.0,6.0,3.0,3.5,1.252573181,1.990465202000000,-0.078774208,1.738121756,2.407173173,0.121165500,0.729752023,1.525031595,1.045387468,0.770175250,1.582105439,1.097518554,5.1818,2.3704,2.0000,5.0000,2.0000,3.4000,22,27,22,7,14,10,29,42,32,29,39,32,0,3,0,2.912621359223300,0.003791600000000,0.01964300,1.9132000,0.916052479,116.2191,81.0458,360,12.000,2239565200,534366636,5418416,5412675,4.19,1,2,6,https://www.pexels.com/video/a-woman-using-a-vacuum-to-clean-the-carpet-4109343/
830-Close_Up_Bow_And_Fingers_On_Violin.mp4,9,9,8,1,1,1,6.1429,3.2340,2.4390,1.749635531,2.545022392,2.024830983,1.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,7.0,4.5,3.0,0.444000000,-0.348588726000000,0.913453367,0.626086957,-0.249335307,1.197437015,-0.218821084,0.968870861,1.437068692,-0.225792736,1.001108677,1.492226833,6.0000,2.6400,3.0000,6.4118,4.0000,1.9048,31,25,20,17,21,21,49,47,41,49,46,40,0,1,1,1.459854014598540,0.001787900000000,0.00537190,0.3556000,0.773675058,44.4211,33.7356,246,8.203,1530390536,280603688,3120026,2993686,5.45,1,2,6,https://www.videvo.net/video/close-up-bow-and-fingers-on-violin/464554/
766-Office_Holepuncher-ED.mp4,9,8,6,1,1,1,5.3810,2.2609,2.4483,2.034843868,1.749966243,1.475926521,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,7.0,3.0,3.0,-0.098707486,3.114183813000000,-0.477233939,0.223885106,4.229259651,-0.331732919,-0.217793269,1.837348531,0.744672209,-0.234917569,1.968101581,0.785921912,5.3571,1.9231,2.6087,5.5000,2.8750,2.0000,14,13,23,6,8,4,21,23,29,21,23,29,0,0,0,0.000000000000000,0.001216600000000,0.00494600,0.3156200,0.959903834,159.3248,84.0301,171,5.721,1063828136,216662055,2152677,2064089,4.91,1,2,6,https://www.videvo.net/video/office-hole-puncher-(wide)/3209/
793-Artist_Painting_Fishing_Boats_St_Ives-ED.mp4,9,8,9,2,1,1,7.0345,3.5000,2.4483,1.884286358,2.205761686,2.174875453,1.0,2.0,1.0,7.0,2.0,1.0,7.0,3.0,2.0,8.0,5.5,2.0,1.553930622,-1.145120217000000,1.840767130,2.098720403,-1.128543744,2.441943575,-1.441386512,0.473069356,1.689100872,-1.521229379,0.502539558,1.782665405,7.1818,3.9000,2.5294,6.5714,2.8462,2.2222,22,10,17,7,13,9,29,26,29,29,25,28,0,1,1,2.380952380952380,0.001379700000000,0.00260340,0.7135900,0.983281545,120.4561,56.3901,450,15.047,2799438640,1221906419,10124071,9901365,2.29,1,2,6,https://www.videvo.net/video/artist-painting-fishing-boats-st-ives/3563/
882.2-A_Woman_In_Wheelchair_Pushes_Herself_To_Move_Around_The_House-ED.mp4,9,7,7,4,1,1,6.1875,3.0500,2.4545,1.509087058,1.986831649,1.993792018,1.0,1.5,0.0,5.0,1.0,1.0,6.0,2.5,1.0,7.5,5.0,4.0,-0.806775153,-1.180088888000000,-0.098555936,-0.635866286,-1.166194335,0.206309165,0.661941903,0.466370220,1.116487681,0.732482847,0.505068292,1.199899652,6.1538,3.1875,2.1875,6.3333,2.6667,2.8000,13,16,16,3,3,5,16,20,22,16,19,22,0,1,0,1.724137931034480,0.003370700000000,0.02320800,0.7562600,0.930434976,131.8012,45.9379,206,6.867,1281557256,428690941,2533055,2529233,2.99,1,2,6,https://www.pexels.com/video/a-woman-in-wheelchair-pushes-herself-to-move-around-the-house-4106950/
776-Female_Medical_Worker_Cleaning_Hands_2-ED.mp4,9,9,6,3,1,1,5.6800,3.5556,2.4615,1.256025477,2.572408201,1.473634159,0.0,2.0,1.0,5.0,1.0,1.0,5.0,3.0,2.0,7.0,5.0,3.0,0.543176479,-0.590902762000000,-0.529323107,0.954431073,-0.456962018,-0.375530974,0.740479289,0.745408856,0.688266332,0.788607140,0.789992732,0.731142387,5.3333,4.1000,2.5385,6.2000,2.9286,2.3846,15,10,13,10,14,13,25,27,26,24,26,24,1,1,2,5.128205128205130,0.001243700000000,0.00385050,0.4189600,0.943899676,102.8370,48.5766,450,15.047,2799438640,642413042,6038269,5806401,4.36,1,2,6,https://www.videvo.net/video/female-medical-worker-washes-hands/464105/
753-Person_Having_Massage-ED.mp4,9,9,8,1,1,1,5.8485,4.1500,2.4706,1.908850394,2.660357119,1.958920683,1.0,2.0,1.0,5.0,2.0,1.0,6.0,4.0,2.0,7.0,6.5,3.0,0.094240822,-1.178974868000000,0.955469676,0.316703241,-1.174381803,1.312063987,-0.149132332,0.356464228,1.393930815,-0.156329908,0.370505498,1.459108775,5.7143,4.0833,2.8182,6.0909,4.5000,1.8182,21,24,22,11,14,11,33,40,34,32,40,30,1,0,4,4.672897196261680,0.000183330000000,0.00023552,0.0486410,0.997319015,86.2787,50.1839,426,14.211,2650139056,486160829,4422767,4201122,5.45,1,2,6,https://www.videvo.net/video/slow-motion-person-having-massage/456627/
833-Side_View_Of_Hands_Of_Female_Pianist_During_A_Performance-ED.mp4,9,9,7,3,1,1,6.3939,3.5854,2.4839,1.496245684,2.378517777,1.701440902,1.0,2.0,1.0,5.0,1.0,1.0,6.0,3.0,2.0,7.0,6.0,3.5,-0.663686665,-0.711324092000000,0.239930776,-0.569990421,-0.644415975,0.505336878,0.177954700,0.595336766,1.108237718,0.186543331,0.618187218,1.165403729,6.1500,3.9655,2.1111,6.7692,2.6667,3.0000,20,29,18,13,12,13,33,41,31,33,41,31,0,0,0,0.000000000000000,0.000127340000000,0.00033889,0.0131280,0.996135647,71.0335,48.2870,387,12.905,2407527232,280425129,3226199,3023550,8.59,1,2,6,https://www.videvo.net/video/side-view-of-hands-of-female-pianist-during-a-performance/464704/
320-Autumn_Leaves_7-ED.mp4,9,9,9,1,1,1,7.4615,4.2600,2.5000,1.661728384,2.464224016,2.188987589,1.0,2.0,1.0,6.5,2.0,1.0,8.0,4.0,2.0,9.0,6.0,2.5,3.572987755,-0.947068694000000,2.113950851,4.248454495,-0.918760933,2.488129859,-1.592278312,0.445473244,1.793562913,-1.656690407,0.459370846,1.851946050,7.6400,5.0000,3.0000,7.1429,3.5000,1.9545,25,26,25,14,22,22,39,50,48,39,49,47,0,1,1,1.459854014598540,0.013220000000000,0.10276000,1.9841000,0.692984648,177.1763,40.4777,474,15.805,2948738224,2240699379,20850016,20630706,1.32,2,3,3,https://www.videvo.net/video/autumn-leaves-7/4297/
354.2-Woman_Hugging_and_Carrying_Her_Son-ED.mp4,9,8,9,3,1,1,7.0000,3.5758,2.5000,1.870828693,2.089371415,1.927865832,1.5,2.0,1.0,5.0,2.0,1.0,7.5,3.0,2.0,9.0,5.0,3.0,-0.938775510,-1.102984817000000,2.322950391,-0.820811841,-1.083922022,2.992503177,-0.515432395,0.351730806,1.591015579,-0.570360309,0.368706397,1.676007769,7.7778,3.8182,2.5294,6.5000,3.1111,2.7000,9,22,17,6,9,10,16,33,30,16,32,29,0,1,1,2.531645569620250,0.001110700000000,0.00549050,0.2954400,0.985354419,112.6647,51.2846,204,8.870,1269115592,601320659,3365687,3363622,2.11,1,2,3,https://www.pexels.com/video/woman-hugging-and-carrying-her-son-4075311/
400.1-Stay_At_Home_Reading-ED.mp4,9,6,8,5,1,1,6.1818,1.7778,2.5000,1.229795387,1.196703290,2.129721645,1.0,0.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,7.0,2.0,2.5,-0.862133835,3.446789536000000,0.523653047,-0.764238532,4.442104637,0.880031286,0.530785109,1.860155026,1.397543176,0.570439674,1.971413323,1.477926321,6.0588,1.6667,2.1333,6.6000,1.5714,3.0000,17,18,15,5,7,12,22,27,28,22,27,28,0,0,0,0.000000000000000,0.000581130000000,0.00322860,0.1537700,0.994279386,113.6383,57.3379,360,12.043,2239565200,765251610,2846539,2655856,2.93,1,2,6,https://pixabay.com/videos/stay-at-home-reading-bed-book-34474/
546.5-MeToo_Is_Changing_How_Sex_Is_Simulated_on_Set-ED.mp4,8,9,7,2,1,1,5.0000,2.2059,2.5000,1.073086740,2.069092040,1.600781059,0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,3.5,2.256232687,2.635191175000000,0.060083284,2.846001251,3.267788112,0.284442758,0.000000000,1.815555835,0.937042571,0.000000000,1.900448301,0.983770745,4.8000,2.2174,2.7619,5.7143,2.1818,2.1000,25,23,21,7,11,10,33,34,32,32,34,32,1,0,0,1.010101010101010,0.000716570000000,0.00331600,0.2903400,0.983946999,55.5207,37.2135,248,8.267,1542832200,390855256,8353281,8224048,3.95,1,2,6,https://vimeo.com/336601258
547-Sprinkling_Rock_Salt_As_Seasoning-ED2.mp4,9,8,6,3,1,1,6.2632,3.7059,2.5000,1.516301083,2.419642800,1.581138830,1.0,2.0,1.0,5.0,2.0,1.0,6.0,3.0,2.0,7.0,5.0,3.5,-0.282900276,-1.020040072000000,-0.330000000,0.022631988,-0.941769241,-0.112012987,-0.088072683,0.594839504,0.853814968,-0.095808791,0.654022962,0.911823167,6.1111,3.9286,2.2000,6.3333,3.0000,3.0000,9,14,15,9,1,9,19,17,24,18,17,24,1,0,0,1.666666666666670,0.000937880000000,0.00364850,0.3858300,0.937586202,45.2893,39.3994,201,6.714,1250453096,151955669,3497699,3397038,8.23,1,2,6,https://www.pexels.com/video/sprinkling-rock-salt-as-seasoning-on-a-dish-being-cooked-3195369/
644-Woman_Sewing-ED.mp4,9,9,8,2,1,1,5.9565,3.8462,2.5111,1.267598238,2.475919529,1.641438694,1.0,2.0,1.0,5.0,1.5,1.0,6.0,4.0,2.0,7.0,6.0,3.0,1.137289965,-1.176719190000000,1.341661175,1.414042430,-1.171631508,1.649790819,-0.110525794,0.379239482,1.291777203,-0.114286818,0.394580776,1.336754810,6.1538,3.9091,2.4800,5.5625,3.7500,2.5500,26,22,25,16,16,20,46,39,45,46,38,44,0,1,1,1.538461538461540,0.007200100000000,0.05086300,1.8455000,0.935350736,90.5971,62.8611,450,15.047,2799438640,1458418796,11557352,11551089,1.92,1,2,6,https://www.videezy.com/arts-and-culture/5802-woman-sewing
720.2-Straightening_A_Table_Cloth_Using_An_Electric_Flat_Iron_With_Steam-ED.mp4,8,9,9,2,1,1,5.2813,2.5349,2.5152,1.205051218,1.896739396,2.061497134,0.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,6.0,3.0,3.0,1.824132846,1.853123173000000,1.658759316,2.358721725,2.241811965,2.147021652,-0.552168836,1.479729217,1.555640525,-0.579704235,1.533759498,1.630720434,5.3200,2.7419,2.3200,5.1667,1.8000,2.8333,25,31,25,6,10,6,32,43,33,31,40,33,1,3,0,3.703703703703700,0.003658100000000,0.01790000,1.0331000,0.856185759,85.8988,62.8451,263,8.767,1636144680,351496316,3942997,3938852,4.65,1,2,6,https://www.pexels.com/video/straightening-a-table-cloth-using-an-electric-flat-iron-with-steam-4109319/
388.2-Education_School_Boy_2-ED.mp4,9,8,7,2,1,1,6.3939,3.1000,2.5200,1.739721224,2.022374842,1.723252738,1.0,1.5,1.0,5.0,1.0,1.0,6.0,2.5,2.0,8.0,4.5,3.0,-0.319036314,-0.404026757000000,-0.196217069,-0.166786569,-0.154270184,0.042609781,-0.201748176,0.734085762,0.904139196,-0.211485152,0.794998106,0.962904211,7.0000,3.3125,2.5789,5.6667,2.2500,2.2000,20,16,19,12,4,5,33,20,25,33,18,25,0,2,0,2.564102564102560,0.002518500000000,0.01024200,0.5857300,0.939445230,129.2155,58.5328,137,5.957,1515180648,531666942,3730084,3728657,2.85,1,2,6,https://pixabay.com/videos/education-school-child-study-35445/
